AdmArea,geoData,Name,District,Address,ID,Category,SubCategory
Южный административный округ,"{'coordinates': [37.6187663271696, 55.7140149732664], 'type': 'Point'}",Комплекс спортивных сооружений «Спортивная школа олимпийского резерва № 41 «Москворечье» (108261),Даниловский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, улица Лестева, дом 3, строение 1",Спорт.Спортивные объекты Москвы.1074989303,Спорт,Спортивные объекты Москвы
Восточный административный округ,"{'coordinates': [37.7316865925741, 55.7872021098381], 'type': 'Point'}",Физкультурно-оздоровительный комплекс с фехтовальным залом «ГБПОУ «МССУОР № 3» Москомспорта» (116458),район Соколиная Гора,"город Москва, Ткацкая улица, дом 27, строение 3",Спорт.Спортивные объекты Москвы.1074989305,Спорт,Спортивные объекты Москвы
Южный административный округ,"{'coordinates': [37.606491585859, 55.599140571762], 'type': 'Point'}","Спортивный зал «Спортивное сооружение ГБУ «СШОР № 42» Москомспорта» (117535, Россошанский проезд, дом 4, корпус 4) (109359)",район Чертаново Южное,"город Москва, Россошанский проезд, дом 4, корпус 4",Спорт.Спортивные объекты Москвы.1074989311,Спорт,Спортивные объекты Москвы
Западный административный округ,"{'coordinates': [37.4123592786321, 55.7554264701343], 'type': 'Point'}","Физкультурно-оздоровительный комплекс «ГБУ «СШ № 93 «На Можайке» Москомспорта (121609, улица Крылатские Холмы, дом 23, корпус 1) (108093)",район Крылатское,"город Москва, улица Крылатские Холмы, дом 23, корпус 1",Спорт.Спортивные объекты Москвы.1074989312,Спорт,Спортивные объекты Москвы
Северный административный округ,"{'coordinates': [37.5337045303376, 55.8883417448098], 'type': 'Point'}",Стадион «Молния» (107216),Дмитровский район,"город Москва, Лобненская улица, дом 13А",Спорт.Спортивные объекты Москвы.1074989315,Спорт,Спортивные объекты Москвы
Южный административный округ,"{'coordinates': [37.7539322808997, 55.6362216930459], 'type': 'Point'}",Физкультурно-оздоровительный комплекс с бассейном «Братеево» (100329),район Братеево,"город Москва, улица Борисовские Пруды, дом 20, корпус 3Б",Спорт.Спортивные объекты Москвы.1074989316,Спорт,Спортивные объекты Москвы
Южный административный округ,"{'coordinates': [37.5907899516733, 55.6255709208231], 'type': 'Point'}",Стадион «Арена Чертаново» (121423),район Чертаново Северное,"город Москва, Сумской проезд, дом 26",Спорт.Спортивные объекты Москвы.1074989318,Спорт,Спортивные объекты Москвы
Северо-Западный административный округ,"{'coordinates': [37.3664600455562, 55.8314994405156], 'type': 'Point'}",Спортивный комплекс «Аквамарин» (105936),район Митино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, улица Рословка, домовладение 5",Спорт.Спортивные объекты Москвы.1074989319,Спорт,Спортивные объекты Москвы
Западный административный округ,"{'coordinates': [37.4564982412538, 55.7358521897893], 'type': 'Point'}",Спортивный зал «Училище олимпийского резерва № 2» (121303),район Фили-Давыдково,"город Москва, Малая Филёвская улица, дом 34, корпус 2",Спорт.Спортивные объекты Москвы.1074989325,Спорт,Спортивные объекты Москвы
Юго-Восточный административный округ,"{'coordinates': [37.795138662672, 55.6400827167628], 'type': 'Point'}",Комплекс спортивных сооружений «Смена» (108249),район Капотня,"город Москва, 2-й квартал Капотня, дом 2А, строение 1",Спорт.Спортивные объекты Москвы.1074989327,Спорт,Спортивные объекты Москвы
Северный административный округ,"{'coordinates': [37.5075614979311, 55.8444927439411], 'type': 'Point'}","Физкультурно-оздоровительный комплекс «ГБУ «СШОР № 74» Москомспорта (125493, Кронштадтский бульвар, дом 20А, корпус 7А) (107187)",Головинский район,"город Москва, Кронштадтский бульвар, дом 20А, корпус 7А",Спорт.Спортивные объекты Москвы.1074989329,Спорт,Спортивные объекты Москвы
Южный административный округ,"{'coordinates': [37.5904788022057, 55.6000733092797], 'type': 'Point'}","Физкультурно-оздоровительный комплекс «Спортивное сооружение ГБУ «СШОР № 42» Москомспорта (117534, Чертановская улица, дом 59А, строение 2) (108266)",район Чертаново Южное,"город Москва, Чертановская улица, дом 59А, строение 2",Спорт.Спортивные объекты Москвы.1074989330,Спорт,Спортивные объекты Москвы
Северный административный округ,"{'coordinates': [37.5653200856193, 55.885527760449], 'type': 'Point'}",Физкультурно-оздоровительный комплекс с бассейном «Дегунино» (107186),район Восточное Дегунино,"город Москва, Керамический проезд, дом 61, корпус 3",Спорт.Спортивные объекты Москвы.1074989331,Спорт,Спортивные объекты Москвы
Восточный административный округ,"{'coordinates': [37.8227815267511, 55.7950913185748], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «ГБПОУ «МССУОР № 1» Москомспорта (105939),район Восточное Измайлово,"город Москва, 16-я Парковая улица, дом 11, строение 4",Спорт.Спортивные объекты Москвы.1074989335,Спорт,Спортивные объекты Москвы
Северный административный округ,"{'coordinates': [37.5341655946775, 55.88691917243], 'type': 'Point'}",Крытое сооружение с искусственным льдом «ГБУ «СШОР № 70 «Молния» Москомспорта» (107159),Дмитровский район,"город Москва, Лобненская улица, дом 13А, строение 2",Спорт.Спортивные объекты Москвы.1074989336,Спорт,Спортивные объекты Москвы
Северный административный округ,"{'coordinates': [37.5638440958011, 55.8623207692593], 'type': 'Point'}",Физкультурно-оздоровительный комплекс с бассейном «ГБУ «СШ № 76» Москомспорта» (107195),Бескудниковский район,"город Москва, Бескудниковский бульвар, дом 12А",Спорт.Спортивные объекты Москвы.1074989338,Спорт,Спортивные объекты Москвы
Южный административный округ,"{'coordinates': [37.600776906757, 55.5794074357549], 'type': 'Point'}",Спортивный зал «Спортивное сооружение ГБУ «СШОР № 42» Москомспорта» (108245),район Чертаново Южное,"город Москва, Варшавское шоссе, дом 145, корпус 6",Спорт.Спортивные объекты Москвы.1074989339,Спорт,Спортивные объекты Москвы
Центральный административный округ,"{'coordinates': [37.6095739461685, 55.778973212104], 'type': 'Point'}",Спортивный комплекс «Щемиловский» (105926),Тверской район,"город Москва, 2-й Щемиловский переулок, дом 16-20",Спорт.Спортивные объекты Москвы.1074989340,Спорт,Спортивные объекты Москвы
Западный административный округ,"{'coordinates': [37.3980349009423, 55.6539750142708], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «Борец» (108045),район Солнцево,"город Москва, улица Богданова, дом 12, корпус 2",Спорт.Спортивные объекты Москвы.1074989341,Спорт,Спортивные объекты Москвы
Западный административный округ,"{'coordinates': [37.4575230784719, 55.7131899478766], 'type': 'Point'}",Спортивный зал «ГБПОУ «КФКС «Спарта» Москомспорта» (121987),район Фили-Давыдково,"город Москва, Кременчугская улица, дом 44, корпус 2",Спорт.Спортивные объекты Москвы.1074989346,Спорт,Спортивные объекты Москвы
Северо-Восточный административный округ,"{'coordinates': [37.5782526167352, 55.8792782376394], 'type': 'Point'}",Физкультурно-оздоровительный комплекс с бассейном «ГБУ «СШОР № 82» Москомспорта»(108199),Алтуфьевский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алтуфьевский, Инженерная улица, дом 5, корпус 1",Спорт.Спортивные объекты Москвы.1074989347,Спорт,Спортивные объекты Москвы
Северный административный округ,"{'coordinates': [37.5767431129235, 55.8002309769361], 'type': 'Point'}",Комплекс спортивных сооружений «Автомобилист» (107697),Савёловский район,"город Москва, Вятская улица, дом 41",Спорт.Спортивные объекты Москвы.1074989348,Спорт,Спортивные объекты Москвы
Южный административный округ,"{'coordinates': [37.6210778913964, 55.717788913546], 'type': 'Point'}","Спортивный зал «Спортивное сооружение ГБУ «СШОР № 42» Москомспорта» (115162, Люсиновская улица, дом 62, корпус 1) (108431)",Даниловский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Люсиновская улица, дом 62, корпус 1",Спорт.Спортивные объекты Москвы.1074989353,Спорт,Спортивные объекты Москвы
Западный административный округ,"{'coordinates': [37.4146250604978, 55.6481145237427], 'type': 'Point'}",Спортивный зал «50 лет Октября» (100861),район Солнцево,"город Москва, улица 50 лет Октября, дом 1",Спорт.Спортивные объекты Москвы.1074989354,Спорт,Спортивные объекты Москвы
Южный административный округ,"{'coordinates': [37.6044079947982, 55.6298945698675], 'type': 'Point'}",Комплекс спортивных сооружений «Футбольная школа «Чертаново» (108299),район Чертаново Северное,"город Москва, Чертановская улица, дом 7, корпус 3",Спорт.Спортивные объекты Москвы.1074989355,Спорт,Спортивные объекты Москвы
Северный административный округ,"{'coordinates': [37.5292548671, 55.8328403437798], 'type': 'Point'}","Физкультурно-оздоровительный комплекс «ГБУ «СШОР № 74» Москомспорта (125008, бульвар Матроса Железняка, дом 22, строение 1) (107135)",район Коптево,"город Москва, бульвар Матроса Железняка, дом 22, строение 1",Спорт.Спортивные объекты Москвы.1074989357,Спорт,Спортивные объекты Москвы
Восточный административный округ,"{'coordinates': [37.7314661327612, 55.785935050916], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «ГБПОУ «МССУОР № 3» Москомспорта (121134),район Соколиная Гора,"город Москва, Ткацкая улица, дом 24",Спорт.Спортивные объекты Москвы.1074989358,Спорт,Спортивные объекты Москвы
Северо-Западный административный округ,"{'coordinates': [37.4538236493673, 55.8120599954982], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «Триумф»,район Покровское-Стрешнево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Покровское-Стрешнево, улица Габричевского, домовладение 1",Спорт.Спортивные объекты Москвы.1074989359,Спорт,Спортивные объекты Москвы
Юго-Восточный административный округ,"{'coordinates': [37.9236425953908, 55.6855111380276], 'type': 'Point'}",Стадион «ГБУ «СШ № 4» Москомспорта» (100034),район Некрасовка,"город Москва, 2-я Вольская улица, дом 16, корпус 3",Спорт.Спортивные объекты Москвы.1074989363,Спорт,Спортивные объекты Москвы
Восточный административный округ,"{'coordinates': [37.7619331044486, 55.7593728456914], 'type': 'Point'}",Спортивный зал «ГБУ «СШ № 57 «Крылья Советов» Москомспорта» (106357),район Перово,"город Москва, шоссе Энтузиастов, дом 54",Спорт.Спортивные объекты Москвы.1074989364,Спорт,Спортивные объекты Москвы
Южный административный округ,"{'coordinates': [37.6187340093356, 55.7143378171587], 'type': 'Point'}",Физкультурно-оздоровительный комплекс с бассейном «Спортивная школа олимпийского резерва № 41» (122251),Даниловский район,"город Москва, улица Лестева, дом 3, строение 1А",Спорт.Спортивные объекты Москвы.1074989365,Спорт,Спортивные объекты Москвы
Южный административный округ,"{'coordinates': [37.6527027487774, 55.6654364120253], 'type': 'Point'}",Пункт выдачи спортивного инвентаря «ГБУ «ЦФКиС ЮАО г. Москвы» Москомспорта» (108714),район Нагатино-Садовники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Коломенский проезд, дом 14",Спорт.Спортивные объекты Москвы.1074989366,Спорт,Спортивные объекты Москвы
Южный административный округ,"{'coordinates': [37.61287265322, 55.5878405432685], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «Дорожная 44» (108253),район Чертаново Южное,"город Москва, Дорожная улица, дом 44",Спорт.Спортивные объекты Москвы.1074989367,Спорт,Спортивные объекты Москвы
Центральный административный округ,"{'coordinates': [37.5867805650568, 55.7512348646479], 'type': 'Point'}",Бассейн «Арбат» (105942),район Арбат,"город Москва, Композиторская улица, дом 17",Спорт.Спортивные объекты Москвы.1074989368,Спорт,Спортивные объекты Москвы
Южный административный округ,"{'coordinates': [37.6732906052088, 55.6285118462447], 'type': 'Point'}",Физкультурно-оздоровительный комплекс с бассейном «Спортивное сооружение ГБУ «СШОР № 42» Москомспорта (109956),район Царицыно,"город Москва, Ереванская улица, дом 20, корпус 2, строение 1",Спорт.Спортивные объекты Москвы.1074989371,Спорт,Спортивные объекты Москвы
Юго-Восточный административный округ,"{'coordinates': [37.9257057319141, 55.6803676825417], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «ГБУ «СШ № 4» Москомспорта» (108251),район Некрасовка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Некрасовка, Некрасовская улица, дом 8",Спорт.Спортивные объекты Москвы.1074989372,Спорт,Спортивные объекты Москвы
Восточный административный округ,"{'coordinates': [37.8211488176211, 55.7985851376541], 'type': 'Point'}","Спортивный зал «ГБПОУ «МССУОР № 1» Москомспорта» (105203, 16-я Парковая улица, дом 17, строение 12) (116444)",район Восточное Измайлово,"город Москва, 16-я Парковая улица, дом 17, строение 12",Спорт.Спортивные объекты Москвы.1074989373,Спорт,Спортивные объекты Москвы
Северо-Восточный административный округ,"{'coordinates': [37.6180006513972, 55.8987836224173], 'type': 'Point'}",Физкультурно-оздоровительный комплекс с бассейном «Спортивно-адаптивная школа» (108186),район Бибирево,"город Москва, улица Корнейчука, дом 28, корпус 2",Спорт.Спортивные объекты Москвы.1074989374,Спорт,Спортивные объекты Москвы
Северо-Западный административный округ,"{'coordinates': [37.480036373135, 55.8053648487259], 'type': 'Point'}",Спортивный комплекс «Динамика» (108242),район Щукино,"город Москва, 1-й Пехотный переулок, домовладение 8",Спорт.Спортивные объекты Москвы.1074989375,Спорт,Спортивные объекты Москвы
Северо-Западный административный округ,"{'coordinates': [37.464126838859, 55.8424449074167], 'type': 'Point'}",Ледовый центр «Звезда» (108250),район Южное Тушино,"город Москва, Лодочная улица, дом 12",Спорт.Спортивные объекты Москвы.1074989376,Спорт,Спортивные объекты Москвы
Западный административный округ,"{'coordinates': [37.4570302969344, 55.7343901562173], 'type': 'Point'}",Комплекс спортивных сооружений «Училище олимпийского резерва № 2» (108049),район Фили-Давыдково,"город Москва, Малая Филёвская улица, дом 34, корпус 1",Спорт.Спортивные объекты Москвы.1074989377,Спорт,Спортивные объекты Москвы
Южный административный округ,"{'coordinates': [37.6061348027168, 55.5986496172597], 'type': 'Point'}","Физкультурно-оздоровительный комплекс «Спортивное сооружение ГБУ «СШОР № 42» Москомспорта (117535, Россошанский проезд, дом 4, корпус 4, строение 2) (105933)",район Чертаново Южное,"город Москва, Россошанский проезд, дом 4, корпус 4, строение 2",Спорт.Спортивные объекты Москвы.1074989379,Спорт,Спортивные объекты Москвы
Северный административный округ,"{'coordinates': [37.4713089942207, 55.8784442273622], 'type': 'Point'}",Крытое сооружение с искусственным льдом «Ледовый дворец «Умка» (107204),район Ховрино,"город Москва, Левобережная улица, дом 12, корпус 1",Спорт.Спортивные объекты Москвы.1074989380,Спорт,Спортивные объекты Москвы
Северо-Западный административный округ,"{'coordinates': [37.427189777779, 55.8653828761019], 'type': 'Point'}",Спортивный комплекс «Акватория Тушино» (105928),район Северное Тушино,"город Москва, улица Вилиса Лациса, домовладение 8",Спорт.Спортивные объекты Москвы.1074989381,Спорт,Спортивные объекты Москвы
Северный административный округ,"{'coordinates': [37.5405332930053, 55.8852557972802], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «Спортивная школа № 70 Молния» (107148),Дмитровский район,"город Москва, Икшинская улица, дом 3А",Спорт.Спортивные объекты Москвы.1074989382,Спорт,Спортивные объекты Москвы
Юго-Восточный административный округ,"{'coordinates': [37.7775966036332, 55.726090015268], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «ГБУ «СШОР «Энтузиаст» Москомспорта» (104666),Рязанский район,"город Москва, Зарайская улица, дом 70",Спорт.Спортивные объекты Москвы.1074997673,Спорт,Спортивные объекты Москвы
Юго-Восточный административный округ,"{'coordinates': [37.7316998329823, 55.706746567573504], 'type': 'Point'}",Дворец спорта «Москвич» (108247),район Текстильщики,"город Москва, Люблинская улица, дом 15/46, строение 7",Спорт.Спортивные объекты Москвы.1074997674,Спорт,Спортивные объекты Москвы
Южный административный округ,"{'coordinates': [37.7368403269867, 55.6076796723949], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «Русь» (108306),район Орехово-Борисово Южное,"город Москва, Елецкая улица, дом 17, корпус 3",Спорт.Спортивные объекты Москвы.1074997675,Спорт,Спортивные объекты Москвы
Западный административный округ,"{'coordinates': [37.4767020792179, 55.6750062411728], 'type': 'Point'}",Физкультурно-оздоровительный комплекс с бассейном «Олимпиец» (108094),район Тропарёво-Никулино,"город Москва, улица Коштоянца, дом 20",Спорт.Спортивные объекты Москвы.1074997678,Спорт,Спортивные объекты Москвы
Зеленоградский административный округ,"{'coordinates': [37.2245186983152, 55.9874802578854], 'type': 'Point'}",Спортивный комплекс «Савелки» (108173),район Савёлки,"город Москва, город Зеленоград, Озёрная аллея, дом 2",Спорт.Спортивные объекты Москвы.1074997679,Спорт,Спортивные объекты Москвы
Юго-Восточный административный округ,"{'coordinates': [37.7735836954517, 55.6886763623298], 'type': 'Point'}","Пункт выдачи спортивного инвентаря ГБУ «МосСпортОбъект», ул. Заречье, дом 7, строение 5 (100013)",район Кузьминки,"город Москва, улица Заречье, дом 7, строение 5",Спорт.Спортивные объекты Москвы.1074997680,Спорт,Спортивные объекты Москвы
Юго-Восточный административный округ,"{'coordinates': [37.6868386758436, 55.701124774651], 'type': 'Point'}",Спортивный зал «ГБУ «СШОР № 65 «Ника» Москомспорта» (106201),Южнопортовый район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, 2-й Южнопортовый проезд, дом 19, корпус 1",Спорт.Спортивные объекты Москвы.1074997681,Спорт,Спортивные объекты Москвы
Восточный административный округ,"{'coordinates': [37.7971370697864, 55.8218460278173], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «Атлант Гольяново» (106115),район Гольяново,"город Москва, Уральская улица, дом 19А",Спорт.Спортивные объекты Москвы.1074997683,Спорт,Спортивные объекты Москвы
Юго-Восточный административный округ,"{'coordinates': [37.6833253917261, 55.7012680580169], 'type': 'Point'}",Спортивный комплекс «Южнопортовый» (106821),Южнопортовый район,"город Москва, улица Трофимова, дом 30, корпус 3",Спорт.Спортивные объекты Москвы.1074997686,Спорт,Спортивные объекты Москвы
Южный административный округ,"{'coordinates': [37.7324467694264, 55.6109650221374], 'type': 'Point'}",Спортивная школа олимпийского резерва «Русь» (108248),район Зябликово,"город Москва, Воронежская улица, дом 13",Спорт.Спортивные объекты Москвы.1074997688,Спорт,Спортивные объекты Москвы
Юго-Западный административный округ,"{'coordinates': [37.5987069336119, 55.6717016210667], 'type': 'Point'}",Спортивный комплекс «Нагорный» (100044),район Котловка,"город Москва, Нагорный бульвар, дом 17А",Спорт.Спортивные объекты Москвы.1074997689,Спорт,Спортивные объекты Москвы
Юго-Западный административный округ,"{'coordinates': [37.5596008729864, 55.5687556047193], 'type': 'Point'}",Лыжная база ГБОУ ЦСиО «Самбо 70» отделение «Битца» (108227),район Северное Бутово,"город Москва, улица Поляны, дом 4, строение 1",Спорт.Спортивные объекты Москвы.1074997690,Спорт,Спортивные объекты Москвы
Центральный административный округ,"{'coordinates': [37.6178822973738, 55.7868680260809], 'type': 'Point'}",Многофункциональный спортивный комплекс «Центр спортивных технологий и сборных команд» (103204),Мещанский район,"город Москва, улица Советской Армии, дом 6",Спорт.Спортивные объекты Москвы.1074997691,Спорт,Спортивные объекты Москвы
Восточный административный округ,"{'coordinates': [37.8156618315321, 55.824932112041], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «Скиф» (101803),район Гольяново,"город Москва, Сахалинская улица, дом 5",Спорт.Спортивные объекты Москвы.1074997692,Спорт,Спортивные объекты Москвы
Восточный административный округ,"{'coordinates': [37.7983481370151, 56.0058341302896], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «Акулово» (106111),район Восточный,"город Москва, посёлок Акулово, дом 27",Спорт.Спортивные объекты Москвы.1074997693,Спорт,Спортивные объекты Москвы
Юго-Восточный административный округ,"{'coordinates': [37.7260794074305, 55.6490645590201], 'type': 'Point'}",Бассейн «Марьино» (106408),район Марьино,"город Москва, улица Маршала Голованова, дом 12, корпус 1",Спорт.Спортивные объекты Москвы.1074997695,Спорт,Спортивные объекты Москвы
Центральный административный округ,"{'coordinates': [37.584143679519, 55.7658092319396], 'type': 'Point'}",Спортивный комплекс ГБУ «Московская баскетбольная академия» Москомспорта структурное подразделение СШОР «Глория» имени Ю.И. Бирюкова (106156),Пресненский район,"город Москва, Зоологическая улица, дом 26А",Спорт.Спортивные объекты Москвы.1074997696,Спорт,Спортивные объекты Москвы
Северо-Западный административный округ,"{'coordinates': [37.3689781733918, 55.8978009355997], 'type': 'Point'}",Поле для гольфа «Гольф Центр Москва» (105937),район Куркино,"город Москва, Юровская улица, дом 1",Спорт.Спортивные объекты Москвы.1074997698,Спорт,Спортивные объекты Москвы
Северо-Западный административный округ,"{'coordinates': [37.383956640019, 55.852899531692], 'type': 'Point'}",Спортивный зал «ГБУ «СШОР № 101 «Тушино» Москомспорта» (121401),район Митино,"город Москва, Центральная улица, дом 17",Спорт.Спортивные объекты Москвы.1074997702,Спорт,Спортивные объекты Москвы
Западный административный округ,"{'coordinates': [37.4709896171149, 55.6640058290927], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «Семья»( 105273 ),район Тропарёво-Никулино,"город Москва, улица Покрышкина, дом 3",Спорт.Спортивные объекты Москвы.1074997703,Спорт,Спортивные объекты Москвы
Южный административный округ,"{'coordinates': [37.6611779064289, 55.5851770945638], 'type': 'Point'}",Физкультурно-спортивный комплекс «На Михневской» (108376),район Бирюлёво Восточное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Михневская улица, дом 5, корпус 1",Спорт.Спортивные объекты Москвы.1074997704,Спорт,Спортивные объекты Москвы
Юго-Западный административный округ,"{'coordinates': [37.5573990015054, 55.664289304663], 'type': 'Point'}",Комплекс спортивных сооружений «ГБОУ ЦСиО Самбо-70 отделение Севастопольский» (108202),район Черёмушки,"город Москва, Новочерёмушкинская улица, дом 64, корпус 3",Спорт.Спортивные объекты Москвы.1074997705,Спорт,Спортивные объекты Москвы
Юго-Западный административный округ,"{'coordinates': [37.5395935653717, 55.6257360357639], 'type': 'Point'}",Спортивный комплекс «Севастопольский проспект» (108209),район Ясенево,"город Москва, Севастопольский проспект, дом 66",Спорт.Спортивные объекты Москвы.1074997706,Спорт,Спортивные объекты Москвы
Западный административный округ,"{'coordinates': [37.3530109254171, 55.6464691766684], 'type': 'Point'}",Комплекс спортивных сооружений «ГБУ «СШОР по теннису «Олимпиец» Москомспорта» (108039),район Ново-Переделкино,"город Москва, Чоботовская улица, дом 4, корпус 1",Спорт.Спортивные объекты Москвы.1074997707,Спорт,Спортивные объекты Москвы
Юго-Восточный административный округ,"{'coordinates': [37.7541325252427, 55.6537978696629], 'type': 'Point'}",Спортивная школа «Марьино» (106388),район Марьино,"город Москва, Мячковский бульвар, дом 10, корпус 3",Спорт.Спортивные объекты Москвы.1074997708,Спорт,Спортивные объекты Москвы
Восточный административный округ,"{'coordinates': [37.8178700739872, 55.8159610872981], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «ГБУ «Московская баскетбольная академия» Москомспорта структурное подразделение СШОР № 56» (100332),район Гольяново,"город Москва, Новосибирская улица, дом 11А",Спорт.Спортивные объекты Москвы.1074997709,Спорт,Спортивные объекты Москвы
Восточный административный округ,"{'coordinates': [37.9004599933345, 55.7160207599354], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «Гелиос» (106107),район Косино-Ухтомский,"город Москва, Лухмановская улица, дом 10А",Спорт.Спортивные объекты Москвы.1074997710,Спорт,Спортивные объекты Москвы
Восточный административный округ,"{'coordinates': [37.7407617681176, 55.7890644660846], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «ГБУ «ЦОП» Москомспорта» (101743),район Соколиная Гора,"город Москва, Окружной проезд, дом 15А",Спорт.Спортивные объекты Москвы.1074997711,Спорт,Спортивные объекты Москвы
Северо-Западный административный округ,"{'coordinates': [37.4654748038317, 55.7814707647778], 'type': 'Point'}","Спортивный комплекс «Серебряный» ул. Генерала Глаголева, дом 10, корпус 3, строение 2 (121398)",район Хорошёво-Мнёвники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, улица Генерала Глаголева, дом 10, корпус 3, строение 2",Спорт.Спортивные объекты Москвы.1074997712,Спорт,Спортивные объекты Москвы
Западный административный округ,"{'coordinates': [37.31039275063, 55.6135005327303], 'type': 'Point'}",Спортивный комплекс «Альбатрос Внуково» (106940),район Внуково,"город Москва, Рассказовская улица, дом 31",Спорт.Спортивные объекты Москвы.1074997713,Спорт,Спортивные объекты Москвы
Западный административный округ,"{'coordinates': [37.4596736304224, 55.705092966069], 'type': 'Point'}",Спортивный клуб «Ладья» (100978),район Очаково-Матвеевское,"город Москва, Матвеевская улица, дом 36",Спорт.Спортивные объекты Москвы.1074997714,Спорт,Спортивные объекты Москвы
Юго-Западный административный округ,"{'coordinates': [37.4833839756074, 55.6407697485199], 'type': 'Point'}",Бассейн плавательный крытый ГБОУ ЦСиО Самбо-70 Москомспорта отделение Юность (106320),район Тёплый Стан,"город Москва, улица Академика Бакулева, дом 5",Спорт.Спортивные объекты Москвы.1074997715,Спорт,Спортивные объекты Москвы
Восточный административный округ,"{'coordinates': [37.7660346756627, 55.8078928459535], 'type': 'Point'}",ВМХ-велодром «Амурский» (102086),район Гольяново,"город Москва, Амурская улица, дом 16, строение 1",Спорт.Спортивные объекты Москвы.1074997716,Спорт,Спортивные объекты Москвы
Зеленоградский административный округ,"{'coordinates': [37.2242845610467, 55.9823243002366], 'type': 'Point'}",Стадион «Ангстрем» (107560),район Старое Крюково,"город Москва, город Зеленоград, Озёрная аллея, дом 3",Спорт.Спортивные объекты Москвы.1074997718,Спорт,Спортивные объекты Москвы
Восточный административный округ,"{'coordinates': [37.8532030245653, 55.730368936774], 'type': 'Point'}",Спортивная школа «Снежные барсы» (103687),район Косино-Ухтомский,"город Москва, улица Николая Старостина, дом 8",Спорт.Спортивные объекты Москвы.1074997719,Спорт,Спортивные объекты Москвы
Северо-Западный административный округ,"{'coordinates': [37.4114122241791, 55.8044729802755], 'type': 'Point'}",Дворец спорта «Янтарь» (108262),район Строгино,"город Москва, улица Маршала Катукова, дом 22",Спорт.Спортивные объекты Москвы.1074997720,Спорт,Спортивные объекты Москвы
Юго-Восточный административный округ,"{'coordinates': [37.6733659728101, 55.7202014080955], 'type': 'Point'}",Атлетический клуб «Аксон» имени Ю.С. Поветкина (109898),Южнопортовый район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Шарикоподшипниковская улица, дом 6/14",Спорт.Спортивные объекты Москвы.1074997721,Спорт,Спортивные объекты Москвы
Юго-Восточный административный округ,"{'coordinates': [37.7383551028665, 55.7082613665889], 'type': 'Point'}",Крытое сооружение с искусственным льдом «Спортивная школа олимпийского резерва «Москвич» Департамента спорта города Москвы» (109913),район Текстильщики,"город Москва, Волгоградский проспект, дом 46/15, строение 10",Спорт.Спортивные объекты Москвы.1074997723,Спорт,Спортивные объекты Москвы
Юго-Западный административный округ,"{'coordinates': [37.5190096614501, 55.6047870521945], 'type': 'Point'}",Бассейн плавательный «ГБОУ ЦСиО Самбо-70 отделение Ясенево» (108137),район Ясенево,"город Москва, Вильнюсская улица, дом 6, корпус 1",Спорт.Спортивные объекты Москвы.1074997724,Спорт,Спортивные объекты Москвы
Восточный административный округ,"{'coordinates': [37.8285102491566, 55.7590329885204], 'type': 'Point'}",Физкультурно-оздоровительный комплекс «Одиссей» (106112),район Ивановское,"город Москва, улица Молостовых, дом 10Д",Спорт.Спортивные объекты Москвы.1074997725,Спорт,Спортивные объекты Москвы
